year,title,filepath,period
1970,Love Story,data/mp_med/1970_love_story.jpg,1970-1974
1970,Airport,data/mp_med/1970_airport.jpg,1970-1974
1970,M.A.S.H.,data/mp_med/1970_mash.jpg,1970-1974
1970,Patton,data/mp_med/1970_patton.jpg,1970-1974
1970,Little Big Man,data/mp_med/1970_little_big_man.jpg,1970-1974
1970,Tora! Tora! Tora!,data/mp_med/1970_tora_tora_tora.jpg,1970-1974
1970,Joe,data/mp_med/1970_joe.jpg,1970-1974
1970,Rio Lobo,data/mp_med/1970_rio_lobo.jpg,1970-1974
1970,Myra Breckinridge,data/mp_med/1970_myra_breckinridge.jpg,1970-1974
1970,The Boys in the Band,data/mp_med/1970_the_boys_in_the_band.jpg,1970-1974
1970,Chisum,data/mp_med/1970_chisum.jpg,1970-1974
1970,Darling Lili,data/mp_med/1970_darling_lili.jpg,1970-1974
1970,Song of Norway,data/mp_med/1970_song_of_norway.jpg,1970-1974
1970,Watermelon Man,data/mp_med/1970_watermelon_man.jpg,1970-1974
1970,Trash,data/mp_med/1970_trash.jpg,1970-1974
1970,Where's Poppa?,data/mp_med/1970_wheres_poppa.jpg,1970-1974
1970,Cromwell,data/mp_med/1970_cromwell.jpg,1970-1974
1970,Zabriskie Point,data/mp_med/1970_zabriskie_point.jpg,1970-1974
1970,Loving,data/mp_med/1970_loving.jpg,1970-1974
1970,Threesome,data/mp_med/1970_threesome.jpg,1970-1974
1970,El condor,data/mp_med/1970_el_condor.jpg,1970-1974
1970,Fools,data/mp_med/1970_fools.jpg,1970-1974
1970,The Losers,data/mp_med/1970_the_losers.jpg,1970-1974
1970,The Honeymoon Killers,data/mp_med/1970_the_honeymoon_killers.jpg,1970-1974
1970,The Dunwich Horror,data/mp_med/1970_the_dunwich_horror.jpg,1970-1974
1970,I Love My Wife,data/mp_med/1970_i_love_my_wife.jpg,1970-1974
1970,Promise at Dawn,data/mp_med/1970_promise_at_dawn.jpg,1970-1974
1970,The Angel Levine,data/mp_med/1970_the_angel_levine.jpg,1970-1974
1970,Which Way to the Front?,data/mp_med/1970_which_way_to_the_front.jpg,1970-1974
1970,Female Animal,data/mp_med/1970_female_animal.jpg,1970-1974
1970,"Tell Me That You Love Me, Junie Moon",data/mp_med/1970_tell_me_that_you_love_me_junie_moon.jpg,1970-1974
1970,Lovers and Other Strangers,data/mp_med/1970_lovers_and_other_strangers.jpg,1970-1974
1970,No Blade of Grass,data/mp_med/1970_no_blade_of_grass.jpg,1970-1974
1970,Brewster McCloud,data/mp_med/1970_brewster_mccloud.jpg,1970-1974
1970,Husbands,data/mp_med/1970_husbands.jpg,1970-1974
1970,Too Late the Hero,data/mp_med/1970_too_late_the_hero.jpg,1970-1974
1970,Something for Everyone,data/mp_med/1970_something_for_everyone.jpg,1970-1974
1970,Pufnstuf,data/mp_med/1970_pufnstuf.jpg,1970-1974
1970,The Hawaiians,data/mp_med/1970_the_hawaiians.jpg,1970-1974
1970,Equinox,data/mp_med/1970_equinox.jpg,1970-1974
1970,Move,data/mp_med/1970_move.jpg,1970-1974
1970,The Christine Jorgensen Story,data/mp_med/1970_the_christine_jorgensen_story.jpg,1970-1974
1970,The Kremlin Letter,data/mp_med/1970_the_kremlin_letter.jpg,1970-1974
1970,Alex in Wonderland,data/mp_med/1970_alex_in_wonderland.jpg,1970-1974
1970,The People Next Door,data/mp_med/1970_the_people_next_door.jpg,1970-1974
1970,The Molly Maguires,data/mp_med/1970_the_molly_maguires.jpg,1970-1974
1970,"Count Yorga, Vampire",data/mp_med/1970_count_yorga_vampire.jpg,1970-1974
1970,Kama Sutra '71,data/mp_med/1970_kama_sutra_.jpg,1970-1974
1970,The Lady in the Car with Glasses and a Gun,data/mp_med/1970_the_lady_in_the_car_with_glasses_and_a_gun.jpg,1970-1974
1970,Barquero,data/mp_med/1970_barquero.jpg,1970-1974
1970,The Cheyenne Social Club,data/mp_med/1970_the_cheyenne_social_club.jpg,1970-1974
1970,Up in the Cellar,data/mp_med/1970_up_in_the_cellar.jpg,1970-1974
1970,How Do I Love Thee?,data/mp_med/1970_how_do_i_love_thee.jpg,1970-1974
1970,Angel Unchained,data/mp_med/1970_angel_unchained.jpg,1970-1974
1970,Wanda,data/mp_med/1970_wanda.jpg,1970-1974
1970,Multiple Maniacs,data/mp_med/1970_multiple_maniacs.jpg,1970-1974
1970,Massacre,data/mp_med/1970_massacre.jpg,1970-1974
1970,Female Sexual Emancipation,data/mp_med/1970_female_sexual_emancipation.jpg,1970-1974
1970,A Voyage to Arcturus,data/mp_med/1970_a_voyage_to_arcturus.jpg,1970-1974
1970,Billy Boy,data/mp_med/1970_billy_boy.jpg,1970-1974
1971,Billy Jack,data/mp_med/1971_billy_jack.jpg,1970-1974
1971,Fiddler on the Roof,data/mp_med/1971_fiddler_on_the_roof.jpg,1970-1974
1971,Dirty Harry,data/mp_med/1971_dirty_harry.jpg,1970-1974
1971,The Last Picture Show,data/mp_med/1971_the_last_picture_show.jpg,1970-1974
1971,Carnal Knowledge,data/mp_med/1971_carnal_knowledge.jpg,1970-1974
1971,The Hospital,data/mp_med/1971_the_hospital.jpg,1970-1974
1971,Willard,data/mp_med/1971_willard.jpg,1970-1974
1971,Bedknobs and Broomsticks,data/mp_med/1971_bedknobs_and_broomsticks.jpg,1970-1974
1971,Shaft,data/mp_med/1971_shaft.jpg,1970-1974
1971,Sweet Sweetback's Baadasssss Song,data/mp_med/1971_sweet_sweetbacks_baadasssss_song.jpg,1970-1974
1971,Klute,data/mp_med/1971_klute.jpg,1970-1974
1971,Escape from the Planet of the Apes,data/mp_med/1971_escape_from_the_planet_of_the_apes.jpg,1970-1974
1971,Cold Turkey,data/mp_med/1971_cold_turkey.jpg,1970-1974
1971,Play Misty for Me,data/mp_med/1971_play_misty_for_me.jpg,1970-1974
1971,Bananas,data/mp_med/1971_bananas.jpg,1970-1974
1971,The Million Dollar Duck,data/mp_med/1971_the_million_dollar_duck.jpg,1970-1974
1971,The Anderson Tapes,data/mp_med/1971_the_anderson_tapes.jpg,1970-1974
1971,The Big Doll House,data/mp_med/1971_the_big_doll_house.jpg,1970-1974
1971,The Omega Man,data/mp_med/1971_the_omega_man.jpg,1970-1974
1971,McCabe & Mrs. Miller,data/mp_med/1971_mccabe__mrs_miller.jpg,1970-1974
1971,Big Jake,data/mp_med/1971_big_jake.jpg,1970-1974
1971,Lawman,data/mp_med/1971_lawman.jpg,1970-1974
1971,Willy Wonka & the Chocolate Factory,data/mp_med/1971_willy_wonka__the_chocolate_factory.jpg,1970-1974
1971,THX 1138,data/mp_med/1971_thx_.jpg,1970-1974
1971,Honey Britches,data/mp_med/1971_honey_britches.jpg,1970-1974
1971,Octaman,data/mp_med/1971_octaman.jpg,1970-1974
1971,Doctors' Wives,data/mp_med/1971_doctors_wives.jpg,1970-1974
1971,The Last Valley,data/mp_med/1971_the_last_valley.jpg,1970-1974
1971,The Statue,data/mp_med/1971_the_statue.jpg,1970-1974
1971,Zachariah,data/mp_med/1971_zachariah.jpg,1970-1974
1971,Wake in Fright,data/mp_med/1971_wake_in_fright.jpg,1970-1974
1971,Pink Narcissus,data/mp_med/1971_pink_narcissus.jpg,1970-1974
1971,Santa's Christmas Elf (Named Calvin),data/mp_med/1971_santas_christmas_elf_named_calvin.jpg,1970-1974
1971,Grease,data/mp_med/1971_grease.jpg,1970-1974
1971,Daughters of Anomaly,data/mp_med/1971_daughters_of_anomaly.jpg,1970-1974
1971,Nympho Cycler,data/mp_med/1971_nympho_cycler.jpg,1970-1974
1971,Side Street Girls,data/mp_med/1971_side_street_girls.jpg,1970-1974
1971,The Blue Hour,data/mp_med/1971_the_blue_hour.jpg,1970-1974
1971,The Groupies,data/mp_med/1971_the_groupies.jpg,1970-1974
1971,The Killers,data/mp_med/1971_the_killers.jpg,1970-1974
1971,Beautiful People,data/mp_med/1971_beautiful_people.jpg,1970-1974
1971,The Player,data/mp_med/1971_the_player.jpg,1970-1974
1971,Flame in the Wind,data/mp_med/1971_flame_in_the_wind.jpg,1970-1974
1971,Keep Them Happy at Home,data/mp_med/1971_keep_them_happy_at_home.jpg,1970-1974
1971,"Mothers, Fathers and Lovers",data/mp_med/1971_mothers_fathers_and_lovers.jpg,1970-1974
1971,Fluxfilm Anthology 1962-1970,data/mp_med/1971_fluxfilm_anthology_.jpg,1970-1974
1971,The Slaughter,data/mp_med/1971_the_slaughter.jpg,1970-1974
1971,Speeding Up Time,data/mp_med/1971_speeding_up_time.jpg,1970-1974
1971,A Weekend with Strangers,data/mp_med/1971_a_weekend_with_strangers.jpg,1970-1974
1971,Josie's Castle,data/mp_med/1971_josies_castle.jpg,1970-1974
1971,Tell It Like It Is,data/mp_med/1971_tell_it_like_it_is.jpg,1970-1974
1971,Carriage Trade,data/mp_med/1971_carriage_trade.jpg,1970-1974
1971,Pink Garter Gang,data/mp_med/1971_pink_garter_gang.jpg,1970-1974
1971,Prostitution Pornography USA,data/mp_med/1971_prostitution_pornography_usa.jpg,1970-1974
1971,Ride the Hot Wind,data/mp_med/1971_ride_the_hot_wind.jpg,1970-1974
1971,If Footmen Tire You What Will Horses Do?,data/mp_med/1971_if_footmen_tire_you_what_will_horses_do.jpg,1970-1974
1971,The Wild Season,data/mp_med/1971_the_wild_season.jpg,1970-1974
1971,Fatehine sahra,data/mp_med/1971_fatehine_sahra.jpg,1970-1974
1971,Teenage Tease,data/mp_med/1971_teenage_tease.jpg,1970-1974
1971,Slingshot,data/mp_med/1971_slingshot.jpg,1970-1974
1971,Rain for a Dusty Summer,data/mp_med/1971_rain_for_a_dusty_summer.jpg,1970-1974
1971,Outlaw Riders,data/mp_med/1971_outlaw_riders.jpg,1970-1974
1971,The Hawaiian Split,data/mp_med/1971_the_hawaiian_split.jpg,1970-1974
1971,The Secretary,data/mp_med/1971_the_secretary.jpg,1970-1974
1971,Rub It In,data/mp_med/1971_rub_it_in.jpg,1970-1974
1971,Mother Knows Best,data/mp_med/1971_mother_knows_best.jpg,1970-1974
1972,The Godfather,data/mp_med/1972_the_godfather.jpg,1970-1974
1972,The Poseidon Adventure,data/mp_med/1972_the_poseidon_adventure.jpg,1970-1974
1972,Jeremiah Johnson,data/mp_med/1972_jeremiah_johnson.jpg,1970-1974
1972,Cabaret,data/mp_med/1972_cabaret.jpg,1970-1974
1972,The Getaway,data/mp_med/1972_the_getaway.jpg,1970-1974
1972,Fritz the Cat,data/mp_med/1972_fritz_the_cat.jpg,1970-1974
1972,Pete 'n' Tillie,data/mp_med/1972_pete_n_tillie.jpg,1970-1974
1972,The Cowboys,data/mp_med/1972_the_cowboys.jpg,1970-1974
1972,The Heartbreak Kid,data/mp_med/1972_the_heartbreak_kid.jpg,1970-1974
1972,Shaft's Big Score!,data/mp_med/1972_shafts_big_score.jpg,1970-1974
1972,Conquest of the Planet of the Apes,data/mp_med/1972_conquest_of_the_planet_of_the_apes.jpg,1970-1974
1972,1776,data/mp_med/1972_.jpg,1970-1974
1972,Avanti!,data/mp_med/1972_avanti.jpg,1970-1974
1972,The Last House on the Left,data/mp_med/1972_the_last_house_on_the_left.jpg,1970-1974
1972,Blacula,data/mp_med/1972_blacula.jpg,1970-1974
1972,Pink Flamingos,data/mp_med/1972_pink_flamingos.jpg,1970-1974
1972,Grease 2,data/mp_med/1972_grease_.jpg,1970-1974
1972,Don Quixote,data/mp_med/1972_don_quixote.jpg,1970-1974
1972,The Rapture,data/mp_med/1972_the_rapture.jpg,1970-1974
1972,The Great Massage Parlor Bust,data/mp_med/1972_the_great_massage_parlor_bust.jpg,1970-1974
1972,ALCOA Aluminum,data/mp_med/1972_alcoa_aluminum.jpg,1970-1974
1972,Boots and the Preacher,data/mp_med/1972_boots_and_the_preacher.jpg,1970-1974
1972,The Great Raft Race!,data/mp_med/1972_the_great_raft_race.jpg,1970-1974
1972,The Legend of Amaluk: An Arctic Odyssey,data/mp_med/1972_the_legend_of_amaluk_an_arctic_odyssey.jpg,1970-1974
1972,Did Baby Shoot Her Sugardaddy?,data/mp_med/1972_did_baby_shoot_her_sugardaddy.jpg,1970-1974
1972,Winter Love,data/mp_med/1972_winter_love.jpg,1970-1974
1972,Dead End Dolls,data/mp_med/1972_dead_end_dolls.jpg,1970-1974
1972,A Clock Work Blue,data/mp_med/1972_a_clock_work_blue.jpg,1970-1974
1972,Class of '74,data/mp_med/1972_class_of_.jpg,1970-1974
1972,Savage Connection,data/mp_med/1972_savage_connection.jpg,1970-1974
1972,Country Music,data/mp_med/1972_country_music.jpg,1970-1974
1972,Willy's Gone,data/mp_med/1972_willys_gone.jpg,1970-1974
1972,A Ton of Grass Goes to Pot,data/mp_med/1972_a_ton_of_grass_goes_to_pot.jpg,1970-1974
1972,The Suckers,data/mp_med/1972_the_suckers.jpg,1970-1974
1972,A Day at the White House,data/mp_med/1972_a_day_at_the_white_house.jpg,1970-1974
1972,Runaway Hormones,data/mp_med/1972_runaway_hormones.jpg,1970-1974
1972,Fongaluli,data/mp_med/1972_fongaluli.jpg,1970-1974
1972,Serta Perfect Sleeper,data/mp_med/1972_serta_perfect_sleeper.jpg,1970-1974
1972,Gold,data/mp_med/1972_gold.jpg,1970-1974
1972,Instant Replay (In Situ Installation),data/mp_med/1972_instant_replay_in_situ_installation.jpg,1970-1974
1972,Spook!,data/mp_med/1972_spook.jpg,1970-1974
1972,The Gospel According to Most People,data/mp_med/1972_the_gospel_according_to_most_people.jpg,1970-1974
1972,Drag Racer,data/mp_med/1972_drag_racer.jpg,1970-1974
1972,Six-Hundred & Sixty Six,data/mp_med/1972_sixhundred__sixty_six.jpg,1970-1974
1972,In Pursuit of Treasure,data/mp_med/1972_in_pursuit_of_treasure.jpg,1970-1974
1972,Love Minus One,data/mp_med/1972_love_minus_one.jpg,1970-1974
1972,The Young Rounders,data/mp_med/1972_the_young_rounders.jpg,1970-1974
1972,Peed Into the Wind,data/mp_med/1972_peed_into_the_wind.jpg,1970-1974
1972,Another Nice Mess,data/mp_med/1972_another_nice_mess.jpg,1970-1974
1972,Voices of Desire,data/mp_med/1972_voices_of_desire.jpg,1970-1974
1972,The Sexpert,data/mp_med/1972_the_sexpert.jpg,1970-1974
1972,The Marshal of Windy Hollow,data/mp_med/1972_the_marshal_of_windy_hollow.jpg,1970-1974
1972,Wrong Way,data/mp_med/1972_wrong_way.jpg,1970-1974
1972,The Aries Computer,data/mp_med/1972_the_aries_computer.jpg,1970-1974
1972,November Children,data/mp_med/1972_november_children.jpg,1970-1974
1972,Sins of Rachel,data/mp_med/1972_sins_of_rachel.jpg,1970-1974
1972,Pilgrimage,data/mp_med/1972_pilgrimage.jpg,1970-1974
1972,The Lovemakers,data/mp_med/1972_the_lovemakers.jpg,1970-1974
1972,Prison Girls,data/mp_med/1972_prison_girls.jpg,1970-1974
1972,The Only Way Home,data/mp_med/1972_the_only_way_home.jpg,1970-1974
1972,Elevator Girls in Bondage,data/mp_med/1972_elevator_girls_in_bondage.jpg,1970-1974
1973,The Exorcist,data/mp_med/1973_the_exorcist.jpg,1970-1974
1973,The Sting,data/mp_med/1973_the_sting.jpg,1970-1974
1973,American Graffiti,data/mp_med/1973_american_graffiti.jpg,1970-1974
1973,Papillon,data/mp_med/1973_papillon.jpg,1970-1974
1973,Robin Hood,data/mp_med/1973_robin_hood.jpg,1970-1974
1973,Paper Moon,data/mp_med/1973_paper_moon.jpg,1970-1974
1973,Serpico,data/mp_med/1973_serpico.jpg,1970-1974
1973,Enter the Dragon,data/mp_med/1973_enter_the_dragon.jpg,1970-1974
1973,Jesus Christ Superstar,data/mp_med/1973_jesus_christ_superstar.jpg,1970-1974
1973,The Three Musketeers,data/mp_med/1973_the_three_musketeers.jpg,1970-1974
1973,Westworld,data/mp_med/1973_westworld.jpg,1970-1974
1973,High Plains Drifter,data/mp_med/1973_high_plains_drifter.jpg,1970-1974
1973,Class of '44,data/mp_med/1973_class_of_.jpg,1970-1974
1973,Flesh for Frankenstein,data/mp_med/1973_flesh_for_frankenstein.jpg,1970-1974
1973,Battle for the Planet of the Apes,data/mp_med/1973_battle_for_the_planet_of_the_apes.jpg,1970-1974
1973,Lost Horizon,data/mp_med/1973_lost_horizon.jpg,1970-1974
1973,Charlotte's Web,data/mp_med/1973_charlottes_web.jpg,1970-1974
1973,Detroit 9000,data/mp_med/1973_detroit_.jpg,1970-1974
1973,Mean Streets,data/mp_med/1973_mean_streets.jpg,1970-1974
1973,The Day of the Dolphin,data/mp_med/1973_the_day_of_the_dolphin.jpg,1970-1974
1973,Scream Blacula Scream,data/mp_med/1973_scream_blacula_scream.jpg,1970-1974
1973,Dillinger,data/mp_med/1973_dillinger.jpg,1970-1974
1973,Jonathan Livingston Seagull,data/mp_med/1973_jonathan_livingston_seagull.jpg,1970-1974
1973,Massage Parlor Murders!,data/mp_med/1973_massage_parlor_murders.jpg,1970-1974
1973,The Long Goodbye,data/mp_med/1973_the_long_goodbye.jpg,1970-1974
1973,The Crazies,data/mp_med/1973_the_crazies.jpg,1970-1974
1973,Ganja & Hess,data/mp_med/1973_ganja__hess.jpg,1970-1974
1973,Penelope's Education,data/mp_med/1973_penelopes_education.jpg,1970-1974
1973,The Amusement Park,data/mp_med/1973_the_amusement_park.jpg,1970-1974
1973,The 1st Notch,data/mp_med/1973_the_st_notch.jpg,1970-1974
1973,Bizarre Devices,data/mp_med/1973_bizarre_devices.jpg,1970-1974
1973,Dutch Girls,data/mp_med/1973_dutch_girls.jpg,1970-1974
1973,Just Be There,data/mp_med/1973_just_be_there.jpg,1970-1974
1973,Toke,data/mp_med/1973_toke.jpg,1970-1974
1973,The Lardfather,data/mp_med/1973_the_lardfather.jpg,1970-1974
1973,The Wednesday Children,data/mp_med/1973_the_wednesday_children.jpg,1970-1974
1973,Never Look Back,data/mp_med/1973_never_look_back.jpg,1970-1974
1973,Swinging High,data/mp_med/1973_swinging_high.jpg,1970-1974
1973,"Cries of Ecstasy, Blows of Death",data/mp_med/1973_cries_of_ecstasy_blows_of_death.jpg,1970-1974
1973,The Night of the Cat,data/mp_med/1973_the_night_of_the_cat.jpg,1970-1974
1973,"As Above, So Below",data/mp_med/1973_as_above_so_below.jpg,1970-1974
1973,Conflict,data/mp_med/1973_conflict.jpg,1970-1974
1973,Keys,data/mp_med/1973_keys.jpg,1970-1974
1973,"Blood, Black and White",data/mp_med/1973_blood_black_and_white.jpg,1970-1974
1973,Preacherman Meets Widderwoman,data/mp_med/1973_preacherman_meets_widderwoman.jpg,1970-1974
1973,Conversation with Hermine Freed: Allan Kaprow,data/mp_med/1973_conversation_with_hermine_freed_allan_kaprow.jpg,1970-1974
1973,"Welcome Home, Johnny",data/mp_med/1973_welcome_home_johnny.jpg,1970-1974
1973,"20,000 Leagues Under the Sea",data/mp_med/1973__leagues_under_the_sea.jpg,1970-1974
1973,And When She Was Bad...,data/mp_med/1973_and_when_she_was_bad.jpg,1970-1974
1973,Why,data/mp_med/1973_why.jpg,1970-1974
1973,Running with the Devil,data/mp_med/1973_running_with_the_devil.jpg,1970-1974
1973,Shot,data/mp_med/1973_shot.jpg,1970-1974
1973,Treasure Island,data/mp_med/1973_treasure_island.jpg,1970-1974
1973,Salty,data/mp_med/1973_salty.jpg,1970-1974
1973,Psyched by the 4D Witch (A Tale of Demonology),data/mp_med/1973_psyched_by_the_d_witch_a_tale_of_demonology.jpg,1970-1974
1973,Vice Squad Women,data/mp_med/1973_vice_squad_women.jpg,1970-1974
1973,Truck It,data/mp_med/1973_truck_it.jpg,1970-1974
1973,The Playmates,data/mp_med/1973_the_playmates.jpg,1970-1974
1973,Nymph,data/mp_med/1973_nymph.jpg,1970-1974
1973,Guitarist,data/mp_med/1973_guitarist.jpg,1970-1974
1973,The Roommates,data/mp_med/1973_the_roommates.jpg,1970-1974
1973,Country Blue,data/mp_med/1973_country_blue.jpg,1970-1974
1973,Frankie and Johnnie... Were Lovers,data/mp_med/1973_frankie_and_johnnie_were_lovers.jpg,1970-1974
1973,Miss Leslie's Dolls,data/mp_med/1973_miss_leslies_dolls.jpg,1970-1974
1973,The P.O.W.,data/mp_med/1973_the_pow.jpg,1970-1974
1973,The Dirty Dolls,data/mp_med/1973_the_dirty_dolls.jpg,1970-1974
1973,Malatesta's Carnival of Blood,data/mp_med/1973_malatestas_carnival_of_blood.jpg,1970-1974
1973,General Massacre,data/mp_med/1973_general_massacre.jpg,1970-1974
1973,Together for Days,data/mp_med/1973_together_for_days.jpg,1970-1974
1973,Howzer,data/mp_med/1973_howzer.jpg,1970-1974
1973,Starbird and Sweet William,data/mp_med/1973_starbird_and_sweet_william.jpg,1970-1974
1974,Blazing Saddles,data/mp_med/1974_blazing_saddles.jpg,1970-1974
1974,The Towering Inferno,data/mp_med/1974_the_towering_inferno.jpg,1970-1974
1974,The Trial of Billy Jack,data/mp_med/1974_the_trial_of_billy_jack.jpg,1970-1974
1974,Young Frankenstein,data/mp_med/1974_young_frankenstein.jpg,1970-1974
1974,Earthquake,data/mp_med/1974_earthquake.jpg,1970-1974
1974,The Godfather: Part II,data/mp_med/1974_the_godfather_part_ii.jpg,1970-1974
1974,Airport 1975,data/mp_med/1974_airport_.jpg,1970-1974
1974,The Life and Times of Grizzly Adams,data/mp_med/1974_the_life_and_times_of_grizzly_adams.jpg,1970-1974
1974,Gone in 60 Seconds,data/mp_med/1974_gone_in__seconds.jpg,1970-1974
1974,Benji,data/mp_med/1974_benji.jpg,1970-1974
1974,Herbie Rides Again,data/mp_med/1974_herbie_rides_again.jpg,1970-1974
1974,The Texas Chain Saw Massacre,data/mp_med/1974_the_texas_chain_saw_massacre.jpg,1970-1974
1974,Chinatown,data/mp_med/1974_chinatown.jpg,1970-1974
1974,Thunderbolt and Lightfoot,data/mp_med/1974_thunderbolt_and_lightfoot.jpg,1970-1974
1974,Death Wish,data/mp_med/1974_death_wish.jpg,1970-1974
1974,The Groove Tube,data/mp_med/1974_the_groove_tube.jpg,1970-1974
1974,The Four Musketeers: Milady's Revenge,data/mp_med/1974_the_four_musketeers_miladys_revenge.jpg,1970-1974
1974,Macon County Line,data/mp_med/1974_macon_county_line.jpg,1970-1974
1974,Alice Doesn't Live Here Anymore,data/mp_med/1974_alice_doesnt_live_here_anymore.jpg,1970-1974
1974,The Front Page,data/mp_med/1974_the_front_page.jpg,1970-1974
1974,A Woman Under the Influence,data/mp_med/1974_a_woman_under_the_influence.jpg,1970-1974
1974,California Split,data/mp_med/1974_california_split.jpg,1970-1974
1974,The Sugarland Express,data/mp_med/1974_the_sugarland_express.jpg,1970-1974
1974,The Conversation,data/mp_med/1974_the_conversation.jpg,1970-1974
1974,Three the Hard Way,data/mp_med/1974_three_the_hard_way.jpg,1970-1974
1974,The Man from Clover Grove,data/mp_med/1974_the_man_from_clover_grove.jpg,1970-1974
1974,White Salt and Sunshine,data/mp_med/1974_white_salt_and_sunshine.jpg,1970-1974
1974,Lucifer's Women,data/mp_med/1974_lucifers_women.jpg,1970-1974
1974,The Streak Car Company,data/mp_med/1974_the_streak_car_company.jpg,1970-1974
1974,The Devil Made Me Do It,data/mp_med/1974_the_devil_made_me_do_it.jpg,1970-1974
1974,The Transformation: A Sandwich of Nightmares,data/mp_med/1974_the_transformation_a_sandwich_of_nightmares.jpg,1970-1974
1974,The Great Masquerade,data/mp_med/1974_the_great_masquerade.jpg,1970-1974
1974,North of the Sun,data/mp_med/1974_north_of_the_sun.jpg,1970-1974
1974,Let's Go for Broke,data/mp_med/1974_lets_go_for_broke.jpg,1970-1974
1974,Joseph Beuys' Public Dialogue,data/mp_med/1974_joseph_beuys_public_dialogue.jpg,1970-1974
1974,Goodnight Jackie,data/mp_med/1974_goodnight_jackie.jpg,1970-1974
1974,The Green Hornet,data/mp_med/1974_the_green_hornet.jpg,1970-1974
1974,Inferno in Paradise,data/mp_med/1974_inferno_in_paradise.jpg,1970-1974
1974,A Time for Love,data/mp_med/1974_a_time_for_love.jpg,1970-1974
1974,Pigeon,data/mp_med/1974_pigeon.jpg,1970-1974
1974,Blood on the Mountain,data/mp_med/1974_blood_on_the_mountain.jpg,1970-1974
1974,Tears of Happiness,data/mp_med/1974_tears_of_happiness.jpg,1970-1974
1974,The Chaperone,data/mp_med/1974_the_chaperone.jpg,1970-1974
1974,Oliver Twist,data/mp_med/1974_oliver_twist.jpg,1970-1974
1974,The Text of Light,data/mp_med/1974_the_text_of_light.jpg,1970-1974
1974,Reflections from a Brass Bed,data/mp_med/1974_reflections_from_a_brass_bed.jpg,1970-1974
1974,Super Spook,data/mp_med/1974_super_spook.jpg,1970-1974
1974,Willy & Scratch,data/mp_med/1974_willy__scratch.jpg,1970-1974
1974,The Kid and the Killers,data/mp_med/1974_the_kid_and_the_killers.jpg,1970-1974
1974,The Four of Us,data/mp_med/1974_the_four_of_us.jpg,1970-1974
1974,The Deathhead Virgin,data/mp_med/1974_the_deathhead_virgin.jpg,1970-1974
1974,Bible!,data/mp_med/1974_bible.jpg,1970-1974
1974,Womanhouse,data/mp_med/1974_womanhouse.jpg,1970-1974
1974,The Photographer,data/mp_med/1974_the_photographer.jpg,1970-1974
1974,Five Angry Women,data/mp_med/1974_five_angry_women.jpg,1970-1974
1974,Tough,data/mp_med/1974_tough.jpg,1970-1974
1974,Mean Mother,data/mp_med/1974_mean_mother.jpg,1970-1974
1974,The Clamdigger's Daughter,data/mp_med/1974_the_clamdiggers_daughter.jpg,1970-1974
1974,The Black Connection,data/mp_med/1974_the_black_connection.jpg,1970-1974
1974,Never the Twain,data/mp_med/1974_never_the_twain.jpg,1970-1974
1974,Treasure of Tayopa,data/mp_med/1974_treasure_of_tayopa.jpg,1970-1974
1974,Teenager,data/mp_med/1974_teenager.jpg,1970-1974
1975,Jaws,data/mp_med/1975_jaws.jpg,1975-1979
1975,The Rocky Horror Picture Show,data/mp_med/1975_the_rocky_horror_picture_show.jpg,1975-1979
1975,One Flew Over the Cuckoo's Nest,data/mp_med/1975_one_flew_over_the_cuckoos_nest.jpg,1975-1979
1975,Dog Day Afternoon,data/mp_med/1975_dog_day_afternoon.jpg,1975-1979
1975,Shampoo,data/mp_med/1975_shampoo.jpg,1975-1979
1975,The Return of the Pink Panther,data/mp_med/1975_the_return_of_the_pink_panther.jpg,1975-1979
1975,Three Days of the Condor,data/mp_med/1975_three_days_of_the_condor.jpg,1975-1979
1975,Funny Lady,data/mp_med/1975_funny_lady.jpg,1975-1979
1975,The Apple Dumpling Gang,data/mp_med/1975_the_apple_dumpling_gang.jpg,1975-1979
1975,Aloha Bobby and Rose,data/mp_med/1975_aloha_bobby_and_rose.jpg,1975-1979
1975,The Other Side of the Mountain,data/mp_med/1975_the_other_side_of_the_mountain.jpg,1975-1979
1975,The Adventures of the Wilderness Family,data/mp_med/1975_the_adventures_of_the_wilderness_family.jpg,1975-1979
1975,Rollerball,data/mp_med/1975_rollerball.jpg,1975-1979
1975,The Hindenburg,data/mp_med/1975_the_hindenburg.jpg,1975-1979
1975,Lucky Lady,data/mp_med/1975_lucky_lady.jpg,1975-1979
1975,The Great Waldo Pepper,data/mp_med/1975_the_great_waldo_pepper.jpg,1975-1979
1975,Escape to Witch Mountain,data/mp_med/1975_escape_to_witch_mountain.jpg,1975-1979
1975,The Day of the Locust,data/mp_med/1975_the_day_of_the_locust.jpg,1975-1979
1975,W.W. and the Dixie Dancekings,data/mp_med/1975_ww_and_the_dixie_dancekings.jpg,1975-1979
1975,Once Is Not Enough,data/mp_med/1975_once_is_not_enough.jpg,1975-1979
1975,Breakout,data/mp_med/1975_breakout.jpg,1975-1979
1975,Nashville,data/mp_med/1975_nashville.jpg,1975-1979
1975,Race with the Devil,data/mp_med/1975_race_with_the_devil.jpg,1975-1979
1975,French Connection II,data/mp_med/1975_french_connection_ii.jpg,1975-1979
