lemme;genre;freq
gaffe;f;20,47
rangée;f;20,47
tube;m;20,47
tremblement;m;20,41
vigne;f;20,41
assassin;m;20,34
considération;f;20,34
cortège;m;20,34
plus;m;20,34
secteur;m;20,34
tournant;m;20,34
canapé;m;20,27
crédit;m;20,27
gorgée;f;20,27
pute;f;20,27
hôte;m;20,20
temple;m;20,20
proposition;f;20,14
nostalgie;f;20,07
opéra;m;20,07
papillon;m;20,07
prudence;f;20,07
pudeur;f;20,07
assistance;f;20,00
collier;m;20,00
innocence;f;20,00
rempart;m;20,00
pose;f;19,93
rock;m;19,93
ruse;f;19,93
ève;f;19,93
affiche;f;19,86
calcul;m;19,86
car;m;19,86
personnalité;f;19,86
baie;f;19,80
bonté;f;19,80
délire;m;19,80
valet;m;19,80
orchestre;m;19,73
témoignage;m;19,73
barrage;m;19,66
contrôle;m;19,66
prairie;f;19,66
brosse;f;19,59
barreau;m;19,53
bille;f;19,53
cirque;m;19,53
talus;m;19,53
tentative;f;19,53
audace;f;19,46
automobile;f;19,46
clin;m;19,46
corne;f;19,46
envers;m;19,46
flacon;m;19,46
méfiance;f;19,46
rafale;f;19,46
rêverie;f;19,46
saloperie;f;19,46
amertume;f;19,39
durée;f;19,39
pelouse;f;19,39
tonnerre;m;19,39
civilisation;f;19,32
inscription;f;19,32
loulou;m;19,32
monument;m;19,32
pape;m;19,32
personnel;m;19,32
relief;m;19,32
tambour;m;19,32
évêque;m;19,32
battement;m;19,26
brin;m;19,26
bronze;m;19,26
cil;m;19,26
laisse;f;19,26
moto;f;19,26
serrure;f;19,26
dialogue;m;19,19
foulard;m;19,19
liquide;m;19,19
pension;f;19,19
rouleau;m;19,19
ampoule;f;19,12
coq;m;19,12
corbeille;f;19,12
intervalle;m;19,12
permission;f;19,12
abord;m;19,05
colonie;f;19,05
détresse;f;19,05
moulin;m;19,05
selle;f;19,05
vendredi;m;19,05
chiffon;m;18,99
climat;m;18,99
maillot;m;18,99
mérite;m;18,99
quantité;f;18,99
représentation;f;18,99
vente;f;18,99
chevet;m;18,92
mont;m;18,92
réseau;m;18,92
suicide;m;18,92
symbole;m;18,92
ciment;m;18,85
délai;m;18,85
hangar;m;18,85
nid;m;18,85
réflexe;m;18,85
tir;m;18,85
clientèle;f;18,78
convoi;m;18,78
pistolet;m;18,78
commande;f;18,72
croissant;m;18,72
création;f;18,72
rebord;m;18,65
refuge;m;18,65
salive;f;18,65
steppe;f;18,65
bonnet;m;18,58
douzaine;f;18,58
moue;f;18,58
âne;m;18,58
cristal;m;18,51
trahison;f;18,51
traité;m;18,51
épisode;m;18,51
engagement;m;18,45
musette;f;18,45
vice;m;18,45
album;m;18,38
gouverneur;m;18,38
manie;f;18,38
tabouret;m;18,38
tard;m;18,38
caprice;m;18,31
fidélité;f;18,31
fouet;m;18,31
graisse;f;18,31
infini;m;18,31
sonnerie;f;18,31
cloison;f;18,24
invitation;f;18,24
lisière;f;18,24
perron;m;18,24
robinet;m;18,24
tribu;f;18,24
zéro;m;18,24
épingle;f;18,24
argument;m;18,18
fracas;m;18,18
courbe;f;18,11
ivresse;f;18,11
capote;f;18,04
inspiration;f;18,04
provision;f;18,04
savon;m;18,04
tribunal;m;18,04
camionnette;f;17,97
foie;m;17,97
vanité;f;17,97
zingaro;m;17,97
foin;m;17,91
pinceau;m;17,91
sifflet;m;17,91
araignée;f;17,84
bible;f;17,84
détachement;m;17,84
fur et à mesure;m;17,84
rite;m;17,84
agence;f;17,77
clairière;f;17,77
jumeau;m;17,77
serviteur;m;17,77
tourbillon;m;17,77
balai;m;17,70
onde;f;17,70
privilège;m;17,70
riz;m;17,70
parcours;m;17,64
protection;f;17,64
pyjama;m;17,57
anneau;m;17,50
gentillesse;f;17,50
ministère;m;17,50
sirène;f;17,50
combinaison;f;17,43
commission;f;17,43
composition;f;17,43
excellence;f;17,43
artillerie;f;17,36
défi;m;17,36
exigence;f;17,36
manuscrit;m;17,36
mousson;f;17,36
arc;m;17,30
auberge;f;17,30
croûte;f;17,30
faculté;f;17,30
fût;m;17,30
mégot;m;17,30
zinc;m;17,30
institution;f;17,23
notaire;m;17,23
rancune;f;17,23
rivage;m;17,23
bombardement;m;17,16
gravité;f;17,16
lot;m;17,16
manifestation;f;17,16
miette;f;17,16
règlement;m;17,16
équipage;m;17,16
lassitude;f;17,09
piscine;f;17,09
comportement;m;17,03
confort;m;17,03
moins;m;17,03
pneu;m;17,03
porche;m;17,03
sabre;m;17,03
saut;m;17,03
surcroît;m;17,03
torture;f;17,03
vengeance;f;17,03
achat;m;16,96
cachette;f;16,96
dollar;m;16,96
dur;m;16,96
forteresse;f;16,96
peignoir;m;16,96
prestige;m;16,96
pépé;m;16,96
rez-de-chaussée;m;16,96
veau;m;16,96
estime;f;16,89
fantaisie;f;16,89
lavabo;m;16,89
tartine;f;16,89
contenu;m;16,82
déception;f;16,82
hypothèse;f;16,82
ignorance;f;16,82
initiative;f;16,82
lanterne;f;16,82
perfection;f;16,82
rasoir;m;16,82
réception;f;16,82
réplique;f;16,82
corvée;f;16,76
gémissement;m;16,76
humour;m;16,76
signification;f;16,76
biais;m;16,69
environ;m;16,69
excitation;f;16,69
hommage;m;16,69
injure;f;16,69
rectangle;m;16,69
square;m;16,69
touffe;f;16,69
trajet;m;16,69
étagère;f;16,69
annonce;f;16,62
fonds;m;16,62
impuissance;f;16,62
monture;f;16,62
édition;f;16,62
bulle;f;16,55
caoutchouc;m;16,55
cap;m;16,55
commencement;m;16,55
pâté;m;16,55
roseau;m;16,55
veston;m;16,55
berge;f;16,49
caserne;f;16,49
horloge;f;16,49
massacre;m;16,49
accueil;m;16,42
clan;m;16,42
conquête;f;16,42
scrupule;m;16,42
volée;f;16,42
étreinte;f;16,42
indulgence;f;16,35
légion;f;16,35
pommette;f;16,35
torrent;m;16,35
bidon;m;16,28
contour;m;16,28
indignation;f;16,28
mardi;m;16,28
parapluie;m;16,28
secousse;f;16,28
touche;f;16,28
exaltation;f;16,22
harmonie;f;16,22
rail;m;16,22
magazine;m;16,15
pilier;m;16,15
sonnette;f;16,15
écume;f;16,15
bac;m;16,08
demi-tour;m;16,08
médaille;f;16,08
document;m;16,01
engin;m;16,01
gifle;f;16,01
intervention;f;16,01
maquis;m;16,01
cierge;m;15,95
continent;m;15,95
foire;f;15,95
harem;m;15,95
longue;f;15,95
mairie;f;15,95
moquette;f;15,95
mâle;m;15,95
pour;m;15,95
application;f;15,88
bourg;m;15,88
cire;f;15,88
cruauté;f;15,88
fragment;m;15,88
insulte;f;15,88
cervelle;f;15,81
coiffure;f;15,81
consigne;f;15,81
crochet;m;15,81
débat;m;15,81
hostilité;f;15,81
képi;m;15,81
marchandise;f;15,81
maximum;m;15,81
mouette;f;15,81
plâtre;m;15,81
profession;f;15,81
ticket;m;15,81
fermeture;f;15,74
galet;m;15,74
obligation;f;15,74
poutre;f;15,74
prunelle;f;15,74
trouille;f;15,74
étiquette;f;15,74
béton;m;15,68
démocratie;f;15,68
invention;f;15,68
organe;m;15,68
besogne;f;15,61
empreinte;f;15,61
exploit;m;15,61
fente;f;15,61
gonzesse;f;15,61
marteau;m;15,61
montée;f;15,61
pelle;f;15,61
recul;m;15,61
tension;f;15,61
vacarme;m;15,61
vigueur;f;15,61
armistice;m;15,54
batterie;f;15,54
miel;m;15,54
oignon;m;15,54
derrière;m;15,47
meurtre;m;15,47
poursuite;f;15,47
vingtaine;f;15,47
étang;m;15,47
aisance;f;15,41
confiture;f;15,41
gravier;m;15,41
pétrole;m;15,41
tôle;f;15,41
ambassade;f;15,34
autel;m;15,34
destruction;f;15,34
domicile;m;15,34
double;m;15,34
fourneau;m;15,34
recours;m;15,34
rentrée;f;15,34
baignoire;f;15,27
blancheur;f;15,27
manège;m;15,27
observation;f;15,27
théorie;f;15,27
magie;f;15,20
signature;f;15,20
corsage;m;15,14
expédition;f;15,14
gilet;m;15,14
lustre;m;15,14
malle;f;15,14
mécanique;f;15,14
béret;m;15,07
conte;m;15,07
facilité;f;15,07
poire;f;15,07
propre;m;15,07
autoroute;f;15,00
bonbon;m;15,00
code;m;15,00
compliment;m;15,00
contrat;m;15,00
débarquement;m;15,00
fourré;m;15,00
taillis;m;15,00
université;f;15,00
culte;m;14,93
mollet;m;14,93
dessein;m;14,86
essai;m;14,86
humidité;f;14,86
marge;f;14,86
sieste;f;14,86
grondement;m;14,80
guitare;f;14,80
stade;m;14,80
traversée;f;14,80
bribe;f;14,73
cendrier;m;14,73
chiotte;f;14,73
claquement;m;14,73
défilé;m;14,73
fiche;f;14,73
galon;m;14,73
m;m;14,73
pince;f;14,73
taule;f;14,73
jumelle;f;14,66
marmite;f;14,66
publicité;f;14,66
remous;m;14,66
traitement;m;14,66
agonie;f;14,59
insistance;f;14,59
production;f;14,59
splendeur;f;14,59
tunnel;m;14,59
brigadier;m;14,53
calendrier;m;14,53
case;f;14,53
charité;f;14,53
menu;m;14,53
quête;f;14,53
s;m;14,53
vieillesse;f;14,53
éponge;f;14,53
bouchon;m;14,46
circulation;f;14,46
porc;m;14,46
proximité;f;14,46
tragédie;f;14,46
capacité;f;14,39
mi-voix;f;14,39
milliard;m;14,39
pige;f;14,39
résolution;f;14,39
substance;f;14,39
séparation;f;14,39
lance;f;14,32
machin;m;14,32
mandat;m;14,32
naturel;m;14,32
week-end;m;14,32
conserve;f;14,26
copie;f;14,26
exemplaire;m;14,26
lambeau;m;14,26
palmier;m;14,26
thème;m;14,26
aubain;m;14,19
chandail;m;14,19
fourchette;f;14,19
gerbe;f;14,19
jouissance;f;14,19
moral;m;14,19
tonne;f;14,19
tricot;m;14,19
évolution;f;14,19
chariot;m;14,12
concession;f;14,12
conflit;m;14,12
désarroi;m;14,12
élection;f;14,12
croupe;f;14,05
distraction;f;14,05
fosse;f;14,05
notion;f;14,05
exil;m;13,99
exposition;f;13,99
feutre;m;13,99
laboratoire;m;13,99
platane;m;13,99
pureté;f;13,99
édifice;m;13,99
éventail;m;13,99
biche;f;13,92
griffe;f;13,92
neveu;m;13,92
préférence;f;13,92
écharpe;f;13,92
écrit;m;13,92
bagarre;f;13,85
carcasse;f;13,85
ciseau;m;13,85
débris;m;13,85
adolescence;f;13,78
cadence;f;13,78
lacet;m;13,78
péril;m;13,78
ronce;f;13,78
sifflement;m;13,78
aviation;f;13,72
comparaison;f;13,72
drogue;f;13,72
farine;f;13,72
ferraille;f;13,72
galop;m;13,72
gamelle;f;13,72
phénomène;m;13,72
pois;m;13,72
retrait;m;13,72
sauce;f;13,72
toubib;m;13,72
briquet;m;13,65
clocher;m;13,65
hache;f;13,65
humiliation;f;13,65
logement;m;13,65
nana;f;13,65
asile;m;13,58
boyau;m;13,58
compartiment;m;13,58
délicatesse;f;13,58
pascal;m;13,58
règne;m;13,58
tripe;f;13,58
amiral;m;13,51
buée;f;13,51
correspondance;f;13,51
graine;f;13,51
injustice;f;13,51
nudité;f;13,51
baguette;f;13,45
coquille;f;13,45
craquement;m;13,45
crasse;f;13,45
entrailles;f;13,45
frange;f;13,45
haricot;m;13,45
lointain;m;13,45
pansement;m;13,45
protestation;f;13,45
remède;m;13,45
renfort;m;13,45
trentaine;f;13,45
bâche;f;13,38
fauve;m;13,38
gouffre;m;13,38
plein;m;13,38
pogne;f;13,38
recette;f;13,38
supplice;m;13,38
taureau;m;13,38
torpeur;f;13,38
tuile;f;13,38
berceau;m;13,31
sérail;m;13,31
tomate;f;13,31
violon;m;13,31
boisson;f;13,24
catégorie;f;13,24
intensité;f;13,24
jambon;m;13,24
tennis;m;13,24
traînée;f;13,24
traître;m;13,24
triangle;m;13,24
bourse;f;13,18
bûche;f;13,18
carrelage;m;13,18
frein;m;13,18
intrigue;f;13,18
alerte;f;13,11
locomotive;f;13,11
pâtisserie;f;13,11
tumulte;m;13,11
bretelle;f;13,04
communion;f;13,04
mare;f;13,04
poteau;m;13,04
anniversaire;m;12,97
champignon;m;12,97
contradiction;f;12,97
cuvette;f;12,97
grenade;f;12,97
logique;f;12,97
méchanceté;f;12,97
répétition;f;12,97
version;f;12,97
électricité;f;12,97
étincelle;f;12,97
anecdote;f;12,91
bordure;f;12,91
bourreau;m;12,91
chapelet;m;12,91
effroi;m;12,91
parapet;m;12,91
pilule;f;12,91
projecteur;m;12,91
saleté;f;12,91
sérénité;f;12,91
teinte;f;12,91
virage;m;12,91
bungalow;m;12,84
dune;f;12,84
logis;m;12,84
montant;m;12,84
olivier;m;12,84
possible;m;12,84
registre;m;12,84
écurie;f;12,84
chef-d'oeuvre;m;12,77
chignon;m;12,77
dose;f;12,77
décharge;f;12,77
délégation;f;12,77
fourmi;f;12,77
halte;f;12,77
marine;f;12,77
querelle;f;12,77
routine;f;12,77
slip;m;12,77
stylo;m;12,77
vestibule;m;12,77
éclairage;m;12,77
avant-bras;m;12,70
cavalerie;f;12,70
commissariat;m;12,70
emplacement;m;12,70
fort;m;12,70
légèreté;f;12,70
petit-fils;m;12,70
proportion;f;12,70
rhum;m;12,70
communauté;f;12,64
convention;f;12,64
coque;f;12,64
femelle;f;12,64
mercredi;m;12,64
museau;m;12,64
noblesse;f;12,64
osier;m;12,64
permanence;f;12,64
vibration;f;12,64
chandelle;f;12,57
dessert;m;12,57
flingue;m;12,57
installation;f;12,57
majorité;f;12,57
médicament;m;12,57
pari;m;12,57
ravitaillement;m;12,57
sentinelle;f;12,57
tapisserie;f;12,57
vif;m;12,57
brûlure;f;12,50
collaboration;f;12,50
contraste;m;12,50
corridor;m;12,50
enseignement;m;12,50
farce;f;12,50
pleur;m;12,50
salaire;m;12,50
analyse;f;12,43
brigade;f;12,43
dispute;f;12,43
indication;f;12,43
médecine;f;12,43
nièce;f;12,43
objectif;m;12,43
paresse;f;12,43
pic;m;12,43
porcelaine;f;12,43
puce;f;12,43
tonton;m;12,43
vaisseau;m;12,43
vestiaire;m;12,43
épine;f;12,43
arcade;f;12,36
crabe;m;12,36
dortoir;m;12,36
département;m;12,36
ingénieur;m;12,36
recoin;m;12,36
saveur;f;12,36
sensibilité;f;12,36
astre;m;12,30
grappe;f;12,30
offensive;f;12,30
sillon;m;12,30
tourment;m;12,30
architecture;f;12,23
billard;m;12,23
braise;f;12,23
cicatrice;f;12,23
cordon;m;12,23
dureté;f;12,23
démonstration;f;12,23
idéal;m;12,23
massif;m;12,23
noix;f;12,23
obstination;f;12,23
poison;m;12,23
rédaction;f;12,23
serment;m;12,23
surveillance;f;12,23
toux;f;12,23
épave;f;12,23
assassinat;m;12,16
cantine;f;12,16
dette;f;12,16
formation;f;12,16
par;m;12,16
piaule;f;12,16
tonneau;m;12,16
évier;m;12,16
brute;f;12,09
châle;m;12,09
commode;f;12,09
embarras;m;12,09
humilité;f;12,09
remise;f;12,09
algue;f;12,03
grillage;m;12,03
héritage;m;12,03
trône;m;12,03
verrou;m;12,03
averse;f;11,96
bijou;m;11,96
chanoine;m;11,96
cliché;m;11,96
crosse;f;11,96
dépôt;m;11,96
pacha;m;11,96
pognon;m;11,96
pédal;f;11,96
tombeau;m;11,96
torche;f;11,96
allégresse;f;11,89
cuillère;f;11,89
futur;m;11,89
globe;m;11,89
incertitude;f;11,89
largeur;f;11,89
local;m;11,89
pacte;m;11,89
pause;f;11,89
quinzaine;f;11,89
blanche;f;11,82
clinique;f;11,82
fringue;f;11,82
industrie;f;11,82
minimum;m;11,82
préoccupation;f;11,82
puzzle;m;11,82
sottise;f;11,82
cube;m;11,76
décoration;f;11,76
exclamation;f;11,76
roc;m;11,76
répit;m;11,76
écorce;f;11,76
ambulance;f;11,69
cape;f;11,69
gibier;m;11,69
irruption;f;11,69
liasse;f;11,69
panne;f;11,69
senteur;f;11,69
squelette;m;11,69
verger;m;11,69
aurore;f;11,62
imperméable;m;11,62
maquillage;m;11,62
naufrage;m;11,62
ambiance;f;11,55
biscuit;m;11,55
cascade;f;11,55
conception;f;11,55
dé;m;11,55
extase;f;11,55
générosité;f;11,55
impossible;m;11,55
offre;f;11,55
rame;f;11,55
ridicule;m;11,55
timidité;f;11,55
bouchée;f;11,49
brise;f;11,49
description;f;11,49
déplacement;m;11,49
o;m;11,49
opposition;f;11,49
passerelle;f;11,49
bénéfice;m;11,42
couille;f;11,42
guéridon;m;11,42
trêve;f;11,42
volupté;f;11,42
étalage;m;11,42
affût;m;11,35
fée;f;11,35
garnison;f;11,35
mitraillette;f;11,35
pasteur;m;11,35
raisonnement;m;11,35
ravin;m;11,35
réforme;f;11,35
succession;f;11,35
transparence;f;11,35
vainqueur;m;11,35
écaille;f;11,35
balustrade;f;11,28
cartable;m;11,28
confrère;m;11,28
estrade;f;11,28
fouille;f;11,28
lard;m;11,28
négociation;f;11,28
récréation;f;11,28
syllabe;f;11,28
bougre;m;11,22
complaisance;f;11,22
destinée;f;11,22
invasion;f;11,22
métamorphose;f;11,22
parade;f;11,22
poussée;f;11,22
brutalité;f;11,15
carabine;f;11,15
divorce;m;11,15
développement;m;11,15
obsession;f;11,15
parcelle;f;11,15
plate-forme;f;11,15
sécheresse;f;11,15
traduction;f;11,15
coupure;f;11,08
devant;m;11,08
intuition;f;11,08
ne;m;11,08
barman;m;11,01
brousse;f;11,01
cognac;m;11,01
provocation;f;11,01
raie;f;11,01
tilleul;m;11,01
tranquillité;f;11,01
artifice;m;10,95
attachement;m;10,95
gouttière;f;10,95
lucidité;f;10,95
malice;f;10,95
piqûre;f;10,95
résidence;f;10,95
soumission;f;10,95
surplus;m;10,95
température;f;10,95
verdure;f;10,95
émission;f;10,95
axe;m;10,88
dictionnaire;m;10,88
ferveur;f;10,88
fraction;f;10,88
habileté;f;10,88
rade;f;10,88
sillage;m;10,88
énigme;f;10,88
arête;f;10,81
casino;m;10,81
citron;m;10,81
entente;f;10,81
goulot;m;10,81
néon;m;10,81
organisme;m;10,81
peigne;m;10,81
réverbère;m;10,81
souveraineté;f;10,81
cible;f;10,74
consolation;f;10,74
entourage;m;10,74
métropole;f;10,74
nuée;f;10,74
patate;f;10,74
peloton;m;10,74
clôture;f;10,68
craie;f;10,68
détente;f;10,68
fagot;m;10,68
marais;m;10,68
naïveté;f;10,68
prétention;f;10,68
refrain;m;10,68
versant;m;10,68
zèle;m;10,68
îlot;m;10,68
association;f;10,61
enceinte;f;10,61
flûte;f;10,61
hameau;m;10,61
préjugé;m;10,61
ralenti;m;10,61
renaissance;f;10,61
sortir;m;10,61
va-et-vient;m;10,61
bourdonnement;m;10,54
bus;m;10,54
caverne;f;10,54
colis;m;10,54
complet;m;10,54
couture;f;10,54
froissement;m;10,54
préparation;f;10,54
rapidité;f;10,54
ressemblance;f;10,54
souche;f;10,54
sous-sol;m;10,54
apprentissage;m;10,47
carriole;f;10,47
coquillage;m;10,47
fermeté;f;10,47
galer;f;10,47
grenouille;f;10,47
impasse;f;10,47
itinéraire;m;10,47
lande;f;10,47
lieue;f;10,47
méditation;f;10,47
patrouille;f;10,47
trot;m;10,47
arrestation;f;10,41
concentration;f;10,41
coudrier;m;10,41
mythe;m;10,41
pâleur;f;10,41
ronflement;m;10,41
roulement;m;10,41
vocabulaire;m;10,41
voisinage;m;10,41
écureuil;m;10,41
balance;f;10,34
baptême;m;10,34
frémissement;m;10,34
jument;f;10,34
modestie;f;10,34
mécanisme;m;10,34
rappel;m;10,34
tarte;f;10,34
vivre;m;10,34
anxiété;f;10,27
bourgeoisie;f;10,27
commune;f;10,27
crinière;f;10,27
jardinier;m;10,27
jeton;m;10,27
lire;f;10,27
multitude;f;10,27
pauvreté;f;10,27
tiédeur;f;10,27
trafic;m;10,27
tunique;f;10,27
élite;f;10,27
appréhension;f;10,20
cachet;m;10,20
chaos;m;10,20
cuiller;f;10,20
digue;f;10,20
hêtre;m;10,20
insu;m;10,20
jean;m;10,20
malentendu;m;10,20
natte;f;10,20
pharmacie;f;10,20
procession;f;10,20
usure;f;10,20
véranda;f;10,20
destination;f;10,14
distinction;f;10,14
interrogatoire;m;10,14
maintien;m;10,14
poignard;m;10,14
pyramide;f;10,14
quarantaine;f;10,14
repli;m;10,14
ricanement;m;10,14
torchon;m;10,14
toucher;m;10,14
visière;f;10,14
autorisation;f;10,07
bouc;m;10,07
bride;f;10,07
cerise;f;10,07
consul;m;10,07
dédain;m;10,07
fraise;f;10,07
granit;m;10,07
houle;f;10,07
idole;f;10,07
infanterie;f;10,07
intonation;f;10,07
miniature;f;10,07
mirage;m;10,07
pipi;m;10,07
pompier;m;10,07
propagande;f;10,07
scie;f;10,07
sûreté;f;10,07
écoute;f;10,07
évasion;f;10,07
commis;m;10,00
compréhension;f;10,00
confession;f;10,00
faisceau;m;10,00
feuillet;m;10,00
gravure;f;10,00
guerrier;m;10,00
gymnastique;f;10,00
lucarne;f;10,00
lâcheté;f;10,00
match;m;10,00
nausée;f;10,00
passeport;m;10,00
certificat;m;9,93
cinquantaine;f;9,93
gomme;f;9,93
juron;m;9,93
peuplier;m;9,93
pétard;m;9,93
résignation;f;9,93
sandwich;m;9,93
tempérament;m;9,93
verbe;m;9,93
abeille;f;9,86
capital;m;9,86
chèque;m;9,86
désinvolture;f;9,86
faïence;f;9,86
hiérarchie;f;9,86
miss;f;9,86
parking;m;9,86
souplesse;f;9,86
star;f;9,86
tablette;f;9,86
tic;m;9,86
approbation;f;9,80
ardoise;f;9,80
armement;m;9,80
cafard;m;9,80
change;m;9,80
coulée;f;9,80
fable;f;9,80
insolence;f;9,80
labeur;m;9,80
miche;f;9,80
saindoux;m;9,80
tire;f;9,80
vernis;m;9,80
épouvante;f;9,80
bavardage;m;9,73
bouillie;f;9,73
cime;f;9,73
clameur;f;9,73
dégât;m;9,73
maladresse;f;9,73
récompense;f;9,73
spécialité;f;9,73
variété;f;9,73
argile;f;9,66
assise;f;9,66
brouhaha;m;9,66
communisme;m;9,66
consommation;f;9,66
contemplation;f;9,66
loque;f;9,66
maille;f;9,66
noyau;m;9,66
réfectoire;m;9,66
sincérité;f;9,66
total;m;9,66
brèche;f;9,59
bâtisse;f;9,59
bûcher;m;9,59
chronique;f;9,59
circuit;m;9,59
cocktail;m;9,59
entrevue;f;9,59
faille;f;9,59
girl;f;9,59
grincement;m;9,59
librairie;f;9,59
manoir;m;9,59
mât;m;9,59
perruque;f;9,59
repère;m;9,59
tombée;f;9,59
addition;f;9,53
audience;f;9,53
avertissement;m;9,53
azur;m;9,53
bracelet;m;9,53
grognement;m;9,53
imprimerie;f;9,53
menthe;f;9,53
palme;f;9,53
raisin;m;9,53
sous-officier;m;9,53
soutien;m;9,53
végétation;f;9,53
égoïsme;m;9,53
académie;f;9,46
apéritif;m;9,46
cancer;m;9,46
douane;f;9,46
entonnoir;m;9,46
latte;f;9,46
malédiction;f;9,46
posture;f;9,46
punition;f;9,46
rosée;f;9,46
râle;m;9,46
sollicitude;f;9,46
épicerie;f;9,46
étable;f;9,46
abondance;f;9,39
arrangement;m;9,39
attrait;m;9,39
crèche;f;9,39
débauche;f;9,39
fusillade;f;9,39
indice;m;9,39
inspection;f;9,39
irritation;f;9,39
marronnier;m;9,39
niche;f;9,39
piquet;m;9,39
séduction;f;9,39
totalité;f;9,39
tract;m;9,39
amas;m;9,32
colle;f;9,32
crissement;m;9,32
dévouement;m;9,32
finesse;f;9,32
gendarmerie;f;9,32
halle;f;9,32
jenny;f;9,32
laurier;m;9,32
mercerie;f;9,32
oie;f;9,32
parenthèse;f;9,32
phase;f;9,32
thèse;f;9,32
trombe;f;9,32
valse;f;9,32
zézette;f;9,32
applaudissement;m;9,26
clerc;m;9,26
détonation;f;9,26
fusée;f;9,26
sang-froid;m;9,26
scénario;m;9,26
supériorité;f;9,26
canot;m;9,19
clown;m;9,19
crapaud;m;9,19
grands-parents;m;9,19
motte;f;9,19
rigolade;f;9,19
sphère;f;9,19
alentour;m;9,12
autre;m;9,12
châtiment;m;9,12
constitution;f;9,12
cure;f;9,12
décret;m;9,12
lever;m;9,12
netteté;f;9,12
orteil;m;9,12
relent;m;9,12
aplomb;m;9,05
brasserie;f;9,05
brun;m;9,05
coulisse;f;9,05
demi-soeur;f;9,05
guirlande;f;9,05
inconvénient;m;9,05
pardessus;m;9,05
parler;m;9,05
puanteur;f;9,05
solidarité;f;9,05
aisselle;f;8,99
aéroport;m;8,99
bassine;f;8,99
communiqué;m;8,99
flanelle;f;8,99
harde;f;8,99
laideur;f;8,99
mule;f;8,99
pancarte;f;8,99
récolte;f;8,99
réduit;m;8,99
tribune;f;8,99
boucherie;f;8,92
bouillon;m;8,92
coucher;m;8,92
coupole;f;8,92
escale;f;8,92
flocon;m;8,92
godasse;f;8,92
interrogation;f;8,92
lagune;f;8,92
trousse;f;8,92
accusation;f;8,85
aquarelle;f;8,85
autocar;m;8,85
bandit;m;8,85
condamnation;f;8,85
corbeau;m;8,85
distribution;f;8,85
duvet;m;8,85
fatalité;f;8,85
glaise;f;8,85
olive;f;8,85
partage;m;8,85
pochette;f;8,85
procédé;m;8,85
quotidien;m;8,85
recommandation;f;8,85
rouille;f;8,85
soucoupe;f;8,85
échine;f;8,85
éloge;m;8,85
agneau;m;8,78
bien-être;m;8,78
congrès;m;8,78
escadron;m;8,78
finance;f;8,78
fonte;f;8,78
garce;f;8,78
lessive;f;8,78
marraine;f;8,78
pantoufle;f;8,78
perroquet;m;8,78
pommier;m;8,78
prodige;m;8,78
rondin;m;8,78
roulette;f;8,78
sanglier;m;8,78
saucisse;f;8,78
tintement;m;8,78
transition;f;8,78
actualité;f;8,72
arquebuse;f;8,72
attentat;m;8,72
attribution;f;8,72
bise;f;8,72
court;m;8,72
dépense;f;8,72
facture;f;8,72
nouveauté;f;8,72
pressentiment;m;8,72
tampon;m;8,72
évocation;f;8,72
asperge;f;8,65
b;m;8,65
banalité;f;8,65
déesse;f;8,65
fragilité;f;8,65
pull;m;8,65
saule;m;8,65
souhait;m;8,65
soutien-gorge;m;8,65
abus;m;8,58
antichambre;f;8,58
bide;m;8,58
boxe;f;8,58
déluge;m;8,58
entrepôt;m;8,58
espadrille;f;8,58
forge;f;8,58
justesse;f;8,58
lacs;m;8,58
livraison;f;8,58
notre-dame;f;8,58
participation;f;8,58
patois;m;8,58
pèlerinage;m;8,58
satin;m;8,58
veilleuse;f;8,58
vivacité;f;8,58
archive;f;8,51
boy;m;8,51
cyprès;m;8,51
dérision;f;8,51
efficacité;f;8,51
extrême;m;8,51
for;m;8,51
frénésie;f;8,51
géographie;f;8,51
pou;m;8,51
relais;m;8,51
sandal;f;8,51
taverne;f;8,51
viol;m;8,51
équipement;m;8,51
antenne;f;8,45
artilleur;m;8,45
complexe;m;8,45
dedans;m;8,45
eunuque;m;8,45
gradé;m;8,45
guichet;m;8,45
immensité;f;8,45
munition;f;8,45
préfet;m;8,45
socle;m;8,45
syndicat;m;8,45
égout;m;8,45
arrondissement;m;8,38
bahut;m;8,38
barbelé;m;8,38
carapace;f;8,38
complication;f;8,38
dépression;f;8,38
gratitude;f;8,38
halo;m;8,38
impulsion;f;8,38
ivoire;m;8,38
jungle;f;8,38
meule;f;8,38
moineau;m;8,38
nourrice;f;8,38
nécessaire;m;8,38
présentation;f;8,38
sardine;f;8,38
trac;m;8,38
animation;f;8,31
carotte;f;8,31
envahisseur;m;8,31
frime;f;8,31
hôtesse;f;8,31
labyrinthe;m;8,31
orbite;f;8,31
peste;f;8,31
pignon;m;8,31
