ortho;lemme;freqfilms;freqlivres;mode;temps;personne
rebascule;rebasculer;0,01;0,07;ind;pre;1s
rebascule;rebasculer;0,01;0,07;ind;pre;3s
rebattent;rebattre;0,01;0,07;ind;pre;3p
rebiffa;rebiffer;0,01;0,20;ind;pas;3s
rebiffais;rebiffer;0,01;0,00;ind;imp;2s
rebifferai;rebiffer;0,01;0,00;ind;fut;1s
rebondirait;rebondir;0,01;0,07;cnd;pre;3s
rebouchent;reboucher;0,01;0,07;ind;pre;3p
rebroussa;rebrousser;0,01;1,08;ind;pas;3s
rebroussai;rebrousser;0,01;0,07;ind;pas;1s
rebroussaient;rebrousser;0,01;0,14;ind;imp;3p
rebrousserai;rebrousser;0,01;0,00;ind;fut;1s
rebutaient;rebuter;0,01;0,20;ind;imp;3p
rebutent;rebuter;0,01;0,27;ind;pre;3p
rebâtirai;rebâtir;0,01;0,00;ind;fut;1s
rebâtirons;rebâtir;0,01;0,00;ind;fut;1p
rebâtis;rebâtir;0,01;0,20;ind;pre;1s
recache;recacher;0,01;0,00;ind;pre;1s
recadrez;recadrer;0,01;0,00;imp;pre;2p
recalcule;recalculer;0,01;0,00;ind;pre;3s
recalculez;recalculer;0,01;0,00;imp;pre;2p
recaserai;recaser;0,01;0,00;ind;fut;1s
recentrons;recentrer;0,01;0,00;ind;pre;1p
rechargeaient;recharger;0,01;0,20;ind;imp;3p
rechargeais;recharger;0,01;0,00;ind;imp;1s
rechargeait;recharger;0,01;0,41;ind;imp;3s
rechargerai;recharger;0,01;0,07;ind;fut;1s
rechargerons;recharger;0,01;0,00;ind;fut;1p
recherchai;rechercher;0,01;0,07;ind;pas;1s
rechercherions;rechercher;0,01;0,00;cnd;pre;1p
rechignaient;rechigner;0,01;0,14;ind;imp;3p
rechignais;rechigner;0,01;0,14;ind;imp;1s
rechignais;rechigner;0,01;0,14;ind;imp;2s
rechignerais;rechigner;0,01;0,00;cnd;pre;1s
rechutera;rechuter;0,01;0,00;ind;fut;3s
rechuteront;rechuter;0,01;0,00;ind;fut;3p
recoiffait;recoiffer;0,01;0,20;ind;imp;3s
recoiffent;recoiffer;0,01;0,07;ind;pre;3p
recommandais;recommander;0,01;0,27;ind;imp;1s
recommencerions;recommencer;0,01;0,07;cnd;pre;1p
recomptait;recompter;0,01;0,27;ind;imp;3s
reconditionne;reconditionner;0,01;0,00;ind;pre;3s
reconditionnons;reconditionner;0,01;0,00;imp;pre;1p
reconduirais;reconduire;0,01;0,00;cnd;pre;1s
reconduirez;reconduire;0,01;0,00;ind;fut;2p
reconduirons;reconduire;0,01;0,07;ind;fut;1p
reconduisent;reconduire;0,01;0,07;ind;pre;3p
reconnussent;reconnaître;0,01;0,07;sub;imp;3p
reconnûmes;reconnaître;0,01;0,34;ind;pas;1p
reconquerra;reconquérir;0,01;0,07;ind;fut;3s
reconquerrons;reconquérir;0,01;0,07;ind;fut;1p
reconquiert;reconquérir;0,01;0,07;ind;pre;3s
reconquière;reconquérir;0,01;0,07;sub;pre;3s
reconquérons;reconquérir;0,01;0,00;imp;pre;1p
reconsidèrent;reconsidérer;0,01;0,00;ind;pre;3p
reconstituaient;reconstituer;0,01;0,34;ind;imp;3p
reconstituait;reconstituer;0,01;1,01;ind;imp;3s
reconstituerais;reconstituer;0,01;0,00;cnd;pre;1s
reconstruirais;reconstruire;0,01;0,00;cnd;pre;1s
reconstruiras;reconstruire;0,01;0,00;ind;fut;2s
reconstruisaient;reconstruire;0,01;0,27;ind;imp;3p
reconstruisait;reconstruire;0,01;0,41;ind;imp;3s
recopies;recopier;0,01;0,07;ind;pre;2s
recoucheriez;recoucher;0,01;0,00;cnd;pre;2p
recoudras;recoudre;0,01;0,07;ind;fut;2s
recouperont;recouper;0,01;0,00;ind;fut;3p
recoure;recourir;0,01;0,00;sub;pre;3s
recourons;recourir;0,01;0,07;ind;pre;1p
recourut;recourir;0,01;0,20;ind;pas;3s
recouvrerai;recouvrer;0,01;0,00;ind;fut;1s
recouvris;recouvrir;0,01;0,07;ind;pas;1s
recrachaient;recracher;0,01;0,14;ind;imp;3p
recrachais;recracher;0,01;0,07;ind;imp;1s
recroiserons;recroiser;0,01;0,00;ind;fut;1p
recroquevillai;recroqueviller;0,01;0,14;ind;pas;1s
recroquevillent;recroqueviller;0,01;0,61;ind;pre;3p
recruta;recruter;0,01;0,20;ind;pas;3s
recrutions;recruter;0,01;0,07;ind;imp;1p
recréaient;recréer;0,01;0,14;ind;imp;3p
recréais;recréer;0,01;0,07;ind;imp;1s
recréerait;recréer;0,01;0,14;cnd;pre;3s
rectifiait;rectifier;0,01;0,81;ind;imp;3s
rectifient;rectifier;0,01;0,14;ind;pre;3p
rectifies;rectifier;0,01;0,07;ind;pre;2s
recueillerait;recueillir;0,01;0,27;cnd;pre;3s
reculaient;reculer;0,01;1,62;ind;imp;3p
reculeraient;reculer;0,01;0,07;cnd;pre;3p
reculerait;reculer;0,01;0,14;cnd;pre;3s
reculèrent;reculer;0,01;1,22;ind;pas;3p
recyclait;recycler;0,01;0,00;ind;imp;3s
recyclerai;recycler;0,01;0,00;ind;fut;1s
recèles;receler;0,01;0,00;ind;pre;2s
redemanderait;redemander;0,01;0,00;cnd;pre;3s
redescendais;redescendre;0,01;0,41;ind;imp;1s
redescendiez;redescendre;0,01;0,00;ind;imp;2p
redescendit;redescendre;0,01;4,19;ind;pas;3s
redescendrais;redescendre;0,01;0,00;cnd;pre;1s
redescendrons;redescendre;0,01;0,07;ind;fut;1p
redevenaient;redevenir;0,01;0,74;ind;imp;3p
redeviendraient;redevenir;0,01;0,14;cnd;pre;3p
redevinrent;redevenir;0,01;0,20;ind;pas;3p
redevrez;redevoir;0,01;0,00;ind;fut;2p
rediffusez;rediffuser;0,01;0,00;imp;pre;2p
redirait;redire;0,01;0,07;cnd;pre;3s
redirez;redire;0,01;0,07;ind;fut;2p
rediriez;redire;0,01;0,00;cnd;pre;2p
redisais;redire;0,01;0,20;ind;imp;1s
redisent;redire;0,01;0,07;ind;pre;3p
redistribua;redistribuer;0,01;0,00;ind;pas;3s
redistribuent;redistribuer;0,01;0,00;ind;pre;3p
redistribueras;redistribuer;0,01;0,00;ind;fut;2s
redistribuons;redistribuer;0,01;0,00;imp;pre;1p
redonnais;redonner;0,01;0,07;ind;imp;1s
redonneraient;redonner;0,01;0,07;cnd;pre;3p
redonnerons;redonner;0,01;0,00;ind;fut;1p
redonniez;redonner;0,01;0,00;ind;imp;2p
redoublai;redoubler;0,01;0,20;ind;pas;1s
redoublais;redoubler;0,01;0,07;ind;imp;1s
redoubleront;redoubler;0,01;0,07;ind;fut;3p
redressait;redresser;0,01;4,26;ind;imp;3s
redresserait;redresser;0,01;0,27;cnd;pre;3s
redécouvraient;redécouvrir;0,01;0,07;ind;imp;3p
redécouvre;redécouvrir;0,01;0,41;ind;pre;1s
redécouvre;redécouvrir;0,01;0,41;ind;pre;3s
redémarrais;redémarrer;0,01;0,07;ind;imp;1s
redémarrera;redémarrer;0,01;0,07;ind;fut;3s
redémarrerait;redémarrer;0,01;0,00;cnd;pre;3s
refaisaient;refaire;0,01;0,41;ind;imp;3p
refaisions;refaire;0,01;0,54;ind;imp;1p
referions;refaire;0,01;0,00;cnd;pre;1p
refilaient;refiler;0,01;0,14;ind;imp;3p
refirent;refaire;0,01;0,47;ind;pas;3p
refleurissent;refleurir;0,01;0,07;ind;pre;3p
refluaient;refluer;0,01;0,68;ind;imp;3p
refonds;refondre;0,01;0,00;imp;pre;2s
refourguera;refourguer;0,01;0,00;ind;fut;3s
refourguions;refourguer;0,01;0,00;ind;imp;1p
refoute;refoutre;0,01;0,00;sub;pre;3s
refoutent;refoutre;0,01;0,00;ind;pre;3p
refroidirais;refroidir;0,01;0,00;cnd;pre;2s
refroidissaient;refroidir;0,01;0,14;ind;imp;3p
regagnai;regagner;0,01;1,96;ind;pas;1s
regagnions;regagner;0,01;0,41;ind;imp;1p
regagnèrent;regagner;0,01;1,55;ind;pas;3p
regarderions;regarder;0,01;0,20;cnd;pre;1p
regimba;regimber;0,01;0,14;ind;pas;3s
regonflera;regonfler;0,01;0,00;ind;fut;3s
regonflerais;regonfler;0,01;0,00;cnd;pre;1s
regorgea;regorger;0,01;0,00;ind;pas;3s
regorges;regorger;0,01;0,00;ind;pre;2s
regrettaient;regretter;0,01;0,81;ind;imp;3p
regretter;rester;0,01;0,00;imp;pre;2p
regrimpe;regrimper;0,01;0,27;imp;pre;2s
regrimpe;regrimper;0,01;0,27;ind;pre;1s
regrimpe;regrimper;0,01;0,27;ind;pre;3s
regrimperas;regrimper;0,01;0,00;ind;fut;2s
regrimperons;regrimper;0,01;0,00;ind;fut;1p
regrimpez;regrimper;0,01;0,00;imp;pre;2p
regrouperions;regrouper;0,01;0,00;cnd;pre;1p
rehaussait;rehausser;0,01;1,01;ind;imp;3s
rehaussera;rehausser;0,01;0,14;ind;fut;3s
rehaussez;rehausser;0,01;0,00;imp;pre;2p
rejetions;rejeter;0,01;0,20;ind;imp;1p
rejoignis;rejoindre;0,01;1,69;ind;pas;1s
rejoignîmes;rejoindre;0,01;0,41;ind;pas;1p
relancent;relancer;0,01;0,07;ind;pre;3p
relanceront;relancer;0,01;0,00;ind;fut;3p
relança;relancer;0,01;0,41;ind;pas;3s
relançait;relancer;0,01;0,81;ind;imp;3s
relataient;relater;0,01;0,27;ind;imp;3p
relateront;relater;0,01;0,00;ind;fut;3p
relayait;relayer;0,01;0,47;ind;imp;3s
relaye;relayer;0,01;0,07;ind;pre;1s
relaye;relayer;0,01;0,07;ind;pre;3s
relayera;relayer;0,01;0,07;ind;fut;3s
relaçait;relacer;0,01;0,14;ind;imp;3s
relevèrent;relever;0,01;1,28;ind;pas;3p
relirez;relire;0,01;0,07;ind;fut;2p
relirons;relire;0,01;0,07;ind;fut;1p
relisait;relire;0,01;2,03;ind;imp;3s
relookerai;relooker;0,01;0,00;ind;fut;1s
reluisent;reluire;0,01;0,20;ind;pre;3p
reluquiez;reluquer;0,01;0,00;ind;imp;2p
relut;relire;0,01;3,58;ind;pas;3s
relâchaient;relâcher;0,01;0,41;ind;imp;3p
relâchais;relâcher;0,01;0,07;ind;imp;1s
relâcheras;relâcher;0,01;0,00;ind;fut;2s
relâchèrent;relâcher;0,01;0,54;ind;pas;3p
relèverez;relever;0,01;0,14;ind;fut;2p
remariaient;remarier;0,01;0,00;ind;imp;3p
remarierez;remarier;0,01;0,00;ind;fut;2p
remarquèrent;remarquer;0,01;0,34;ind;pas;3p
remballent;remballer;0,01;0,14;ind;pre;3p
rembarrais;rembarrer;0,01;0,14;ind;imp;1s
rembarrait;rembarrer;0,01;0,07;ind;imp;3s
rembourraient;rembourrer;0,01;0,07;ind;imp;3p
rembourrait;rembourrer;0,01;0,14;ind;imp;3s
remboursa;rembourser;0,01;0,00;ind;pas;3s
rembrunit;rembrunir;0,01;1,62;ind;pre;3s
rembrunit;rembrunir;0,01;1,62;ind;pas;3s
remerciai;remercier;0,01;1,15;ind;pas;1s
remisaient;remiser;0,01;0,07;ind;imp;3p
remmènes;remmener;0,01;0,00;ind;pre;2s
remontai;remonter;0,01;1,76;ind;pas;1s
remonteriez;remonter;0,01;0,00;cnd;pre;2p
remontrerai;remontrer;0,01;0,07;ind;fut;1s
remontres;remontrer;0,01;0,07;ind;pre;2s
remontèrent;remonter;0,01;3,85;ind;pas;3p
remorquait;remorquer;0,01;0,14;ind;imp;3s
remorquions;remorquer;0,01;0,00;ind;imp;1p
rempilerai;rempiler;0,01;0,07;ind;fut;1s
remplaceriez;remplacer;0,01;0,00;cnd;pre;2p
remplacèrent;remplacer;0,01;0,47;ind;pas;3p
rempliraient;remplir;0,01;0,20;cnd;pre;3p
remplissions;remplir;0,01;0,07;ind;imp;1p
remportaient;remporter;0,01;0,20;ind;imp;3p
remportiez;remporter;0,01;0,00;ind;imp;2p
remuais;remuer;0,01;0,41;ind;imp;1s
remuais;remuer;0,01;0,41;ind;imp;2s
remuscle;remuscler;0,01;0,00;imp;pre;2s
remâche;remâcher;0,01;0,27;ind;pre;1s
remâche;remâcher;0,01;0,27;ind;pre;3s
remédia;remédier;0,01;0,07;ind;pas;3s
remédiait;remédier;0,01;0,07;ind;imp;3s
remémorent;remémorer;0,01;0,00;ind;pre;3p
remîmes;remettre;0,01;0,20;ind;pas;1p
remît;remettre;0,01;1,22;sub;imp;3s
renaîtrai;renaître;0,01;0,00;ind;fut;1s
renaîtrait;renaître;0,01;0,20;cnd;pre;3s
rencardait;rencarder;0,01;0,14;ind;imp;3s
rencontrâmes;rencontrer;0,01;0,68;ind;pas;1p
rendormait;rendormir;0,01;0,20;ind;imp;3s
rendorment;rendormir;0,01;0,20;ind;pre;3p
rendormis;rendormir;0,01;0,54;ind;pas;1s
renforceraient;renforcer;0,01;0,07;cnd;pre;3p
renforcerons;renforcer;0,01;0,07;ind;fut;1p
renforça;renforcer;0,01;0,47;ind;pas;3s
renfrogna;renfrogner;0,01;0,74;ind;pas;3s
rengagerais;rengager;0,01;0,00;cnd;pre;1s
rengorgent;rengorger;0,01;0,14;ind;pre;3p
reniait;renier;0,01;0,95;ind;imp;3s
reniflerait;renifler;0,01;0,07;cnd;pre;3s
renommera;renommer;0,01;0,00;ind;fut;3s
renonceraient;renoncer;0,01;0,00;cnd;pre;3p
renonçât;renoncer;0,01;0,27;sub;imp;3s
renouais;renouer;0,01;0,07;ind;imp;1s
renouait;renouer;0,01;0,81;ind;imp;3s
renouons;renouer;0,01;0,14;imp;pre;1p
renouons;renouer;0,01;0,14;ind;pre;1p
renouvellerai;renouveler;0,01;0,07;ind;fut;1s
renouvellerons;renouveler;0,01;0,00;ind;fut;1p
renseigneraient;renseigner;0,01;0,14;cnd;pre;3p
renseigneras;renseigner;0,01;0,07;ind;fut;2s
rentrâmes;rentrer;0,01;1,01;ind;pas;1p
renverrions;renvoyer;0,01;0,07;cnd;pre;1p
renversai;renverser;0,01;0,07;ind;pas;1s
renverseront;renverser;0,01;0,14;ind;fut;3p
renversèrent;renverser;0,01;0,20;ind;pas;3p
renvoyai;renvoyer;0,01;0,14;ind;pas;1s
renâclait;renâcler;0,01;0,20;ind;imp;3s
renâclez;renâcler;0,01;0,00;ind;pre;2p
repaie;repayer;0,01;0,07;ind;pre;3s
repaies;repayer;0,01;0,00;ind;pre;2s
repais;repaître;0,01;0,41;imp;pre;2s
repais;repaître;0,01;0,41;ind;pre;1s
repaissaient;repaître;0,01;0,07;ind;imp;3p
reparaissaient;reparaître;0,01;0,74;ind;imp;3p
reparaisse;reparaître;0,01;0,41;sub;pre;3s
reparaîtra;reparaître;0,01;0,27;ind;fut;3s
reparlerez;reparler;0,01;0,00;ind;fut;2p
repartirent;repartir;0,01;1,55;ind;pas;3p
repartîmes;repartir;0,01;0,41;ind;pas;1p
repartît;repartir;0,01;0,20;sub;imp;3s
repasseraient;repasser;0,01;0,14;cnd;pre;3p
repeignais;repeigner;0,01;0,14;ind;imp;1s
repeignait;repeigner;0,01;0,41;ind;imp;3s
repeindrai;repeindre;0,01;0,00;ind;fut;1s
repensa;repenser;0,01;0,95;ind;pas;3s
repensent;repenser;0,01;0,07;ind;pre;3p
repentisse;repentir;0,01;0,00;sub;imp;1s
repentissent;repentir;0,01;0,07;sub;imp;3p
reperds;reperdre;0,01;0,14;imp;pre;2s
reperds;reperdre;0,01;0,14;ind;pre;1s
reperds;reperdre;0,01;0,14;ind;pre;2s
replacerez;replacer;0,01;0,00;ind;fut;2p
replaça;replacer;0,01;1,22;ind;pas;3s
replaçons;replacer;0,01;0,14;imp;pre;1p
replaçons;replacer;0,01;0,14;ind;pre;1p
repliaient;replier;0,01;0,47;ind;imp;3p
replieront;replier;0,01;0,00;ind;fut;3p
replièrent;replier;0,01;0,34;ind;pas;3p
replongea;replonger;0,01;1,42;ind;pas;3s
replongeai;replonger;0,01;0,20;ind;pas;1s
replongera;replonger;0,01;0,07;ind;fut;3s
replongerais;replonger;0,01;0,00;cnd;pre;2s
replongiez;replonger;0,01;0,00;ind;imp;2p
reporterait;reporter;0,01;0,07;cnd;pre;3s
reposerait;reposer;0,01;0,54;cnd;pre;3s
repositionnez;repositionner;0,01;0,00;imp;pre;2p
repoussai;repousser;0,01;1,01;ind;pas;1s
repousseraient;repousser;0,01;0,41;cnd;pre;3p
reprendrions;reprendre;0,01;0,14;cnd;pre;1p
reprisait;repriser;0,01;0,74;ind;imp;3s
reprisent;repriser;0,01;0,07;ind;pre;3p
reprises;repriser;0,01;0,00;ind;pre;2s
reprochaient;reprocher;0,01;1,01;ind;imp;3p
reprocheriez;reprocher;0,01;0,14;cnd;pre;2p
reproduisit;reproduire;0,01;0,20;ind;pas;3s
republions;republier;0,01;0,00;imp;pre;1p
repéreraient;repérer;0,01;0,07;cnd;pre;3p
repérerais;repérer;0,01;0,00;cnd;pre;2s
repérerait;repérer;0,01;0,07;cnd;pre;3s
repérerons;repérer;0,01;0,00;ind;fut;1p
repêchait;repêcher;0,01;0,34;ind;imp;3s
requinquent;requinquer;0,01;0,07;ind;pre;3p
respecta;respecter;0,01;0,20;ind;pas;3s
respecteraient;respecter;0,01;0,07;cnd;pre;3p
respirèrent;respirer;0,01;0,07;ind;pas;3p
resquillera;resquiller;0,01;0,00;ind;fut;3s
resquilles;resquiller;0,01;0,00;ind;pre;2s
ressaisirais;ressaisir;0,01;0,00;cnd;pre;1s
ressaisissais;ressaisir;0,01;0,07;ind;imp;1s
ressaisissait;ressaisir;0,01;0,14;ind;imp;3s
ressassais;ressasser;0,01;0,14;ind;imp;1s
ressassais;ressasser;0,01;0,14;ind;imp;2s
ressassait;ressasser;0,01;1,28;ind;imp;3s
ressassent;ressasser;0,01;0,20;ind;pre;3p
ressassèrent;ressasser;0,01;0,00;ind;pas;3p
ressemblât;ressembler;0,01;1,28;sub;imp;3s
ressentirions;ressentir;0,01;0,00;cnd;pre;1p
resserrerai;resserrer;0,01;0,14;ind;fut;1s
resservais;resservir;0,01;0,00;ind;imp;2s
resservait;resservir;0,01;0,47;ind;imp;3s
ressortirent;ressortir;0,01;0,54;ind;pas;3p
ressoude;ressouder;0,01;0,07;ind;pre;3s
ressurgissait;ressurgir;0,01;0,14;ind;imp;3s
ressuscitais;ressusciter;0,01;0,20;ind;imp;1s
ressusciteraient;ressusciter;0,01;0,20;cnd;pre;3p
ressusciterez;ressusciter;0,01;0,07;ind;fut;2p
ressuscitons;ressusciter;0,01;0,00;imp;pre;1p
restaurera;restaurer;0,01;0,00;ind;fut;3s
restaurerai;restaurer;0,01;0,00;ind;fut;1s
restaurerait;restaurer;0,01;0,07;cnd;pre;3s
restreignez;restreindre;0,01;0,00;ind;pre;2p
restructureront;restructurer;0,01;0,00;ind;fut;3p
resurgirai;resurgir;0,01;0,00;ind;fut;1s
resurgirait;resurgir;0,01;0,07;cnd;pre;3s
resurgissait;resurgir;0,01;0,41;ind;imp;3s
retapait;retaper;0,01;0,14;ind;imp;3s
retapent;retaper;0,01;0,07;ind;pre;3p
retardaient;retarder;0,01;0,54;ind;imp;3p
retarderez;retarder;0,01;0,00;ind;fut;2p
retarderiez;retarder;0,01;0,00;cnd;pre;2p
retiendraient;retenir;0,01;0,20;cnd;pre;3p
retirai;retirer;0,01;1,76;ind;pas;1s
retirâmes;retirer;0,01;0,07;ind;pas;1p
retomberaient;retomber;0,01;0,27;cnd;pre;3p
retomberais;retomber;0,01;0,07;cnd;pre;1s
retomberais;retomber;0,01;0,07;cnd;pre;2s
retouchait;retoucher;0,01;0,20;ind;imp;3s
retouchent;retoucher;0,01;0,07;ind;pre;3p
retracera;retracer;0,01;0,07;ind;fut;3s
retracerait;retracer;0,01;0,07;cnd;pre;3s
retraceront;retracer;0,01;0,00;ind;fut;3p
retracions;retracer;0,01;0,07;ind;imp;1p
retraduit;retraduire;0,01;0,14;ind;pre;3s
retranchaient;retrancher;0,01;0,14;ind;imp;3p
retranchera;retrancher;0,01;0,07;ind;fut;3s
retranchez;retrancher;0,01;0,07;imp;pre;2p
retranchez;retrancher;0,01;0,07;ind;pre;2p
retranscris;retranscrire;0,01;0,14;ind;pre;1s
retransmettait;retransmettre;0,01;0,00;ind;imp;3s
retransmit;retransmettre;0,01;0,07;ind;pas;3s
retravaillent;retravailler;0,01;0,00;ind;pre;3p
retravaillerez;retravailler;0,01;0,00;ind;fut;2p
retraversons;retraverser;0,01;0,20;imp;pre;1p
retraversons;retraverser;0,01;0,20;ind;pre;1p
retraçait;retracer;0,01;0,68;ind;imp;3s
retrempaient;retremper;0,01;0,14;ind;imp;3p
retroussa;retrousser;0,01;0,54;ind;pas;3s
revaudraient;revaloir;0,01;0,00;cnd;pre;3p
revendaient;revendre;0,01;0,34;ind;imp;3p
revendiqua;revendiquer;0,01;0,07;ind;pas;3s
revendiquerais;revendiquer;0,01;0,00;cnd;pre;2s
revendrait;revendre;0,01;0,14;cnd;pre;3s
reversaient;reverser;0,01;0,00;ind;imp;3p
revirent;revoir;0,01;0,34;ind;pas;3p
revisse;revisser;0,01;0,07;ind;pre;1s
revitalisera;revitaliser;0,01;0,00;ind;fut;3s
revivaient;revivre;0,01;0,47;ind;imp;3p
revivifie;revivifier;0,01;0,07;ind;pre;1s
revivifie;revivifier;0,01;0,07;ind;pre;3s
revivions;revivre;0,01;0,07;ind;imp;1p
revivraient;revivre;0,01;0,14;cnd;pre;3p
revole;revoler;0,01;0,07;ind;pre;3s
revoulait;revouloir;0,01;0,14;ind;imp;3s
revêtis;revêtir;0,01;0,20;ind;pas;1s
revêtit;revêtir;0,01;1,15;ind;pas;3s
reçûmes;recevoir;0,01;0,54;ind;pas;1p
reçût;recevoir;0,01;0,54;sub;imp;3s
rhabillait;rhabiller;0,01;0,20;ind;imp;3s
rhabilliez;rhabiller;0,01;0,00;ind;imp;2p
riboulait;ribouler;0,01;0,07;ind;imp;3s
ricaneront;ricaner;0,01;0,00;ind;fut;3p
ridait;rider;0,01;0,41;ind;imp;3s
rident;rider;0,01;0,00;ind;pre;3p
ridiculisais;ridiculiser;0,01;0,14;ind;imp;1s
ridiculiserait;ridiculiser;0,01;0,07;cnd;pre;3s
ridiculisiez;ridiculiser;0,01;0,00;ind;imp;2p
rigolions;rigoler;0,01;0,07;ind;imp;1p
rimailles;rimailler;0,01;0,07;ind;pre;2s
rincera;rincer;0,01;0,00;ind;fut;3s
rinçais;rincer;0,01;0,14;ind;imp;1s
rinçais;rincer;0,01;0,14;ind;imp;2s
rinçait;rincer;0,01;1,42;ind;imp;3s
riposta;riposter;0,01;1,55;ind;pas;3s
ripostaient;riposter;0,01;0,07;ind;imp;3p
ripostais;riposter;0,01;0,07;ind;imp;1s
ripostions;riposter;0,01;0,00;ind;imp;1p
rirent;rire;0,01;2,57;ind;pas;3p
rivaliserait;rivaliser;0,01;0,00;cnd;pre;3s
rognez;rogner;0,01;0,00;imp;pre;2p
rompiez;rompre;0,01;0,00;ind;imp;2p
romprons;rompre;0,01;0,00;ind;fut;1p
rompît;rompre;0,01;0,61;sub;imp;3s
ronchonnent;ronchonner;0,01;0,14;ind;pre;3p
ronflaient;ronfler;0,01;0,81;ind;imp;3p
ronfliez;ronfler;0,01;0,00;ind;imp;2p
ronronnais;ronronner;0,01;0,20;ind;imp;1s
ronronnais;ronronner;0,01;0,20;ind;imp;2s
rosa;roser;0,01;0,14;ind;pas;3s
rossaient;rosser;0,01;0,07;ind;imp;3p
rossait;rosser;0,01;0,07;ind;imp;3s
rossent;rosser;0,01;0,07;ind;pre;3p
rosses;rosser;0,01;0,00;ind;pre;2s
rotaient;roter;0,01;0,27;ind;imp;3p
rotait;roter;0,01;0,41;ind;imp;3s
rouaient;rouer;0,01;0,07;ind;imp;3p
roucoulais;roucouler;0,01;0,00;ind;imp;2s
roucoulerez;roucouler;0,01;0,00;ind;fut;2p
roues;rouer;0,01;0,00;ind;pre;2s
rougira;rougir;0,01;0,07;ind;fut;3s
rougisse;rougir;0,01;0,07;sub;pre;1s
rougisse;rougir;0,01;0,07;sub;pre;3s
rouilleront;rouiller;0,01;0,00;ind;fut;3p
rouilles;rouiller;0,01;0,00;ind;pre;2s
rouleraient;rouler;0,01;0,34;cnd;pre;3p
roupillerais;roupiller;0,01;0,00;cnd;pre;1s
rouspéta;rouspéter;0,01;0,20;ind;pas;3s
rouspétais;rouspéter;0,01;0,00;ind;imp;1s
rouspétez;rouspéter;0,01;0,14;imp;pre;2p
rouspétez;rouspéter;0,01;0,14;ind;pre;2p
roussit;roussir;0,01;0,20;ind;pre;3s
roussit;roussir;0,01;0,20;ind;pas;3s
rouvraient;rouvrir;0,01;0,20;ind;imp;3p
rouvrait;rouvrir;0,01;1,01;ind;imp;3s
rouvriez;rouvrir;0,01;0,00;ind;imp;2p
rouvrirait;rouvrir;0,01;0,14;cnd;pre;3s
rouvris;rouvrir;0,01;0,34;ind;pas;1s
ruai;ruer;0,01;0,47;ind;pas;1s
ruaient;ruer;0,01;0,74;ind;imp;3p
ruais;ruer;0,01;0,34;ind;imp;1s
rudoie;rudoyer;0,01;0,00;ind;pre;3s
rudoies;rudoyer;0,01;0,00;ind;pre;2s
rugiront;rugir;0,01;0,00;ind;fut;3p
ruinaient;ruiner;0,01;0,47;ind;imp;3p
ruineront;ruiner;0,01;0,07;ind;fut;3p
rumina;ruminer;0,01;0,34;ind;pas;3s
rumineront;ruminer;0,01;0,00;ind;fut;3p
ruons;ruer;0,01;0,07;imp;pre;1p
ruons;ruer;0,01;0,07;ind;pre;1p
rusais;ruser;0,01;0,07;ind;imp;1s
rusent;ruser;0,01;0,07;ind;pre;3p
rutile;rutiler;0,01;0,54;ind;pre;3s
râlera;râler;0,01;0,14;ind;fut;3s
râlerait;râler;0,01;0,34;cnd;pre;3s
réactiveront;réactiver;0,01;0,00;ind;fut;3p
réactives;réactiver;0,01;0,00;ind;pre;2s
réactiviez;réactiver;0,01;0,00;ind;imp;2p
réadapte;réadapter;0,01;0,00;ind;pre;3s
réaffectait;réaffecter;0,01;0,00;ind;imp;3s
réaffectons;réaffecter;0,01;0,00;imp;pre;1p
réaffirmait;réaffirmer;0,01;0,00;ind;imp;3s
réagissais;réagir;0,01;0,61;ind;imp;1s
réamorce;réamorcer;0,01;0,07;ind;pre;1s
réamorce;réamorcer;0,01;0,07;ind;pre;3s
réanimait;réanimer;0,01;0,00;ind;imp;3s
réanimions;réanimer;0,01;0,00;ind;imp;1p
réapparaissaient;réapparaître;0,01;0,34;ind;imp;3p
réapparaissais;réapparaître;0,01;0,14;ind;imp;1s
réapparaissais;réapparaître;0,01;0,14;ind;imp;2s
réapparaîtraient;réapparaître;0,01;0,07;cnd;pre;3p
réapparaîtront;réapparaître;0,01;0,00;ind;fut;3p
réapprenait;réapprendre;0,01;0,27;ind;imp;3s
réapprend;réapprendre;0,01;0,14;ind;pre;3s
réapprendrez;réapprendre;0,01;0,00;ind;fut;2p
réapprends;réapprendre;0,01;0,07;ind;pre;1s
réapprenne;réapprendre;0,01;0,20;sub;pre;1s
réapprit;réapprendre;0,01;0,07;ind;pas;3s
réarrangent;réarranger;0,01;0,07;ind;pre;3p
récapitulions;récapituler;0,01;0,00;ind;imp;1p
réceptionnent;réceptionner;0,01;0,00;ind;pre;3p
réceptionnera;réceptionner;0,01;0,00;ind;fut;3s
réchappai;réchapper;0,01;0,00;ind;pas;1s
réchapperais;réchapper;0,01;0,07;cnd;pre;1s
réchapperais;réchapper;0,01;0,07;cnd;pre;2s
réchappez;réchapper;0,01;0,00;ind;pre;2p
réchauffa;réchauffer;0,01;0,95;ind;pas;3s
récidiveras;récidiver;0,01;0,00;ind;fut;2s
récidivez;récidiver;0,01;0,00;ind;pre;2p
réciproques;réciproquer;0,01;0,00;ind;pre;2s
récita;réciter;0,01;3,24;ind;pas;3s
